Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
24-Feb-2021,EQ,"2,972.00","3,003.35","2,921.15","2,980.20","2,946.85","2,948.10","2,946.07","3,339.80","1,506.05","3,774,549","11,120,081,886.95","132,336"
23-Feb-2021,EQ,"2,970.00","3,028.00","2,968.00","2,958.45","2,985.10","2,980.20","2,996.35","3,339.80","1,506.05","3,832,829","11,484,513,631.45","192,941"
22-Feb-2021,EQ,"3,096.00","3,096.00","2,943.15","3,071.85","2,955.50","2,958.45","2,999.26","3,339.80","1,506.05","5,366,696","16,096,121,002.20","266,786"
19-Feb-2021,EQ,"3,058.00","3,087.15","3,016.15","3,057.35","3,078.00","3,071.85","3,047.73","3,339.80","1,506.05","3,725,028","11,352,887,527.85","130,797"
18-Feb-2021,EQ,"3,065.00","3,097.90","3,031.00","3,073.10","3,055.00","3,057.35","3,057.94","3,339.80","1,506.05","4,189,909","12,812,510,327.00","176,370"
17-Feb-2021,EQ,"3,105.10","3,132.85","3,045.55","3,108.80","3,073.45","3,073.10","3,076.93","3,339.80","1,506.05","3,678,426","11,318,262,125.10","204,277"
16-Feb-2021,EQ,"3,150.00","3,167.65","3,100.00","3,139.85","3,113.00","3,108.80","3,122.98","3,339.80","1,506.05","3,435,770","10,729,849,665.90","171,006"
15-Feb-2021,EQ,"3,209.00","3,209.00","3,131.55","3,190.80","3,149.00","3,139.85","3,156.80","3,339.80","1,506.05","2,630,853","8,305,069,201.35","143,467"
12-Feb-2021,EQ,"3,184.20","3,245.50","3,182.00","3,206.00","3,188.25","3,190.80","3,214.96","3,339.80","1,506.05","2,777,404","8,929,253,698.30","113,414"
11-Feb-2021,EQ,"3,215.00","3,219.30","3,185.05","3,213.30","3,204.50","3,206.00","3,201.77","3,339.80","1,506.05","1,165,882","3,732,884,248.70","53,910"
10-Feb-2021,EQ,"3,185.00","3,219.40","3,157.30","3,176.90","3,215.50","3,213.30","3,197.06","3,339.80","1,506.05","2,127,983","6,803,289,931.00","115,813"
09-Feb-2021,EQ,"3,195.00","3,245.80","3,164.00","3,214.10","3,176.00","3,176.90","3,212.70","3,339.80","1,506.05","2,658,751","8,541,775,943.25","171,299"
08-Feb-2021,EQ,"3,189.50","3,226.00","3,155.15","3,157.95","3,219.00","3,214.10","3,191.08","3,339.80","1,506.05","2,526,592","8,062,547,697.85","155,790"
05-Feb-2021,EQ,"3,198.95","3,205.85","3,129.00","3,188.45","3,160.50","3,157.95","3,154.91","3,339.80","1,506.05","2,366,135","7,464,932,897.55","143,150"
04-Feb-2021,EQ,"3,216.05","3,237.85","3,176.00","3,200.05","3,185.50","3,188.45","3,198.51","3,339.80","1,506.05","2,057,261","6,580,160,004.75","105,804"
03-Feb-2021,EQ,"3,213.00","3,236.00","3,162.65","3,203.45","3,200.00","3,200.05","3,209.50","3,339.80","1,506.05","2,505,866","8,042,581,723.80","116,096"
02-Feb-2021,EQ,"3,174.00","3,224.00","3,150.00","3,139.35","3,195.00","3,203.45","3,197.36","3,339.80","1,506.05","2,881,837","9,214,282,428.10","114,024"
01-Feb-2021,EQ,"3,100.00","3,165.00","3,044.10","3,111.35","3,150.00","3,139.35","3,098.04","3,339.80","1,506.05","3,985,846","12,348,318,212.80","280,031"
29-Jan-2021,EQ,"3,210.05","3,216.85","3,100.00","3,196.55","3,126.95","3,111.35","3,142.99","3,339.80","1,506.05","5,445,659","17,115,646,045.40","185,207"
28-Jan-2021,EQ,"3,230.00","3,275.00","3,183.80","3,261.05","3,202.95","3,196.55","3,221.23","3,339.80","1,506.05","3,083,938","9,934,065,466.35","154,535"
27-Jan-2021,EQ,"3,300.00","3,306.45","3,227.00","3,291.30","3,263.00","3,261.05","3,265.48","3,339.80","1,506.05","2,786,662","9,099,782,354.05","175,811"
25-Jan-2021,EQ,"3,308.95","3,339.80","3,278.65","3,303.10","3,298.00","3,291.30","3,314.24","3,339.80","1,506.05","2,272,887","7,532,889,906.35","122,553"
22-Jan-2021,EQ,"3,241.90","3,325.00","3,241.90","3,273.85","3,292.20","3,303.10","3,300.02","3,327.95","1,506.05","3,052,459","10,073,163,825.50","120,993"
21-Jan-2021,EQ,"3,305.00","3,309.15","3,262.10","3,308.80","3,274.05","3,273.85","3,281.88","3,327.95","1,506.05","2,778,546","9,118,852,661.70","134,629"
20-Jan-2021,EQ,"3,270.00","3,327.95","3,267.10","3,260.70","3,305.00","3,308.80","3,304.97","3,327.95","1,506.05","3,453,446","11,413,530,807.30","169,490"
19-Jan-2021,EQ,"3,233.00","3,279.00","3,232.00","3,221.75","3,265.60","3,260.70","3,256.44","3,279.00","1,506.05","2,975,735","9,690,307,983.35","135,064"
18-Jan-2021,EQ,"3,250.00","3,256.75","3,187.40","3,233.35","3,215.00","3,221.75","3,230.06","3,274.00","1,506.05","4,160,906","13,439,989,256.75","195,067"
15-Jan-2021,EQ,"3,235.00","3,274.00","3,210.00","3,250.70","3,229.95","3,233.35","3,240.98","3,274.00","1,506.05","4,131,692","13,390,734,930.65","193,972"
14-Jan-2021,EQ,"3,155.00","3,266.50","3,120.40","3,158.95","3,244.35","3,250.70","3,207.17","3,266.50","1,506.05","6,931,542","22,230,611,264.15","276,953"
13-Jan-2021,EQ,"3,175.00","3,177.00","3,126.25","3,174.85","3,158.00","3,158.95","3,147.46","3,230.00","1,506.05","3,572,801","11,245,261,941.15","189,690"
12-Jan-2021,EQ,"3,176.45","3,210.00","3,150.00","3,176.45","3,172.00","3,174.85","3,187.07","3,230.00","1,506.05","3,611,458","11,509,972,776.65","142,696"
11-Jan-2021,EQ,"3,230.00","3,230.00","3,146.55","3,120.90","3,170.45","3,176.45","3,174.16","3,230.00","1,506.05","9,508,039","30,180,045,841.35","294,091"
08-Jan-2021,EQ,"3,090.00","3,128.00","3,060.00","3,032.80","3,122.75","3,120.90","3,100.97","3,128.00","1,506.05","5,879,039","18,230,717,038.75","214,010"
07-Jan-2021,EQ,"3,075.00","3,080.85","3,000.25","3,051.50","3,048.65","3,032.80","3,028.74","3,114.25","1,506.05","3,717,827","11,260,321,904.20","167,700"
06-Jan-2021,EQ,"3,100.00","3,113.50","3,037.20","3,093.00","3,053.00","3,051.50","3,078.56","3,114.25","1,506.05","3,726,716","11,472,936,907.35","172,084"
05-Jan-2021,EQ,"3,039.60","3,114.25","3,039.60","3,039.45","3,090.65","3,093.00","3,084.07","3,114.25","1,506.05","5,801,309","17,891,634,394.80","202,735"
04-Jan-2021,EQ,"2,950.00","3,050.75","2,940.95","2,928.25","3,042.70","3,039.45","2,998.15","3,050.75","1,506.05","5,113,293","15,330,405,223.95","207,562"
01-Jan-2021,EQ,"2,880.00","2,940.00","2,879.00","2,862.75","2,932.00","2,928.25","2,913.52","2,952.00","1,506.05","2,681,440","7,812,435,140.30","88,216"
31-Dec-2020,EQ,"2,900.00","2,905.00","2,845.00","2,909.30","2,864.95","2,862.75","2,874.36","2,952.00","1,506.05","4,040,956","11,615,170,401.55","130,170"
30-Dec-2020,EQ,"2,934.40","2,947.70","2,902.00","2,930.50","2,910.00","2,909.30","2,918.00","2,952.00","1,506.05","2,637,968","7,697,596,026.60","87,612"
29-Dec-2020,EQ,"2,920.00","2,952.00","2,920.00","2,929.40","2,935.00","2,930.50","2,937.59","2,952.00","1,506.05","1,994,151","5,857,996,376.70","99,597"
28-Dec-2020,EQ,"2,910.00","2,949.70","2,902.00","2,909.35","2,932.10","2,929.40","2,929.11","2,949.70","1,506.05","2,108,994","6,177,467,465.10","106,481"
24-Dec-2020,EQ,"2,909.00","2,921.35","2,883.20","2,908.75","2,908.95","2,909.35","2,902.86","2,921.35","1,506.05","1,807,144","5,245,886,550.40","76,405"
23-Dec-2020,EQ,"2,876.05","2,919.00","2,865.45","2,872.50","2,907.15","2,908.75","2,904.67","2,919.00","1,506.05","2,790,988","8,106,911,741.25","125,341"
22-Dec-2020,EQ,"2,834.00","2,883.65","2,818.65","2,820.15","2,870.65","2,872.50","2,848.13","2,898.00","1,506.05","2,881,737","8,207,569,106.95","158,517"
21-Dec-2020,EQ,"2,861.00","2,886.50","2,785.00","2,861.00","2,810.00","2,820.15","2,853.21","2,898.00","1,506.05","2,705,195","7,718,476,165.55","141,821"
18-Dec-2020,EQ,"2,868.00","2,898.00","2,846.20","2,838.20","2,851.95","2,861.00","2,873.74","2,898.00","1,506.05","6,076,692","17,462,837,839.65","178,840"
17-Dec-2020,EQ,"2,811.00","2,853.70","2,805.00","2,814.20","2,848.70","2,838.20","2,823.94","2,885.00","1,506.05","2,863,460","8,086,236,716.70","121,983"
16-Dec-2020,EQ,"2,779.00","2,819.80","2,760.45","2,761.55","2,810.00","2,814.20","2,792.39","2,885.00","1,506.05","2,565,149","7,162,892,179.05","109,504"
15-Dec-2020,EQ,"2,786.00","2,794.70","2,755.00","2,797.70","2,763.95","2,761.55","2,768.65","2,885.00","1,506.05","2,365,509","6,549,273,569.60","152,067"
14-Dec-2020,EQ,"2,802.00","2,804.00","2,756.25","2,783.60","2,796.55","2,797.70","2,787.40","2,885.00","1,506.05","2,483,658","6,922,952,988.10","112,781"
11-Dec-2020,EQ,"2,792.70","2,807.70","2,764.55","2,784.30","2,782.00","2,783.60","2,789.22","2,885.00","1,506.05","1,795,408","5,007,781,485.00","90,719"
10-Dec-2020,EQ,"2,818.00","2,827.30","2,780.25","2,810.80","2,784.80","2,784.30","2,794.17","2,885.00","1,506.05","2,127,801","5,945,438,936.55","106,653"
09-Dec-2020,EQ,"2,815.00","2,840.00","2,793.15","2,797.30","2,812.05","2,810.80","2,817.31","2,885.00","1,506.05","3,659,996","10,311,351,385.55","147,222"
08-Dec-2020,EQ,"2,740.00","2,805.55","2,732.45","2,737.70","2,795.00","2,797.30","2,771.25","2,885.00","1,506.05","4,277,818","11,854,914,854.55","273,215"
07-Dec-2020,EQ,"2,715.00","2,744.00","2,706.15","2,727.55","2,741.00","2,737.70","2,721.02","2,885.00","1,506.05","1,996,400","5,432,246,145.90","111,040"
04-Dec-2020,EQ,"2,710.80","2,738.85","2,699.00","2,709.45","2,723.00","2,727.55","2,722.95","2,885.00","1,506.05","2,686,527","7,315,291,484.55","121,585"
03-Dec-2020,EQ,"2,773.90","2,773.90","2,700.80","2,749.55","2,710.00","2,709.45","2,728.72","2,885.00","1,506.05","2,852,548","7,783,810,980.40","121,400"
02-Dec-2020,EQ,"2,719.00","2,754.70","2,702.45","2,726.80","2,745.50","2,749.55","2,727.49","2,885.00","1,506.05","2,509,032","6,843,351,199.50","106,756"
01-Dec-2020,EQ,"2,679.00","2,735.90","2,624.45","2,679.65","2,729.00","2,726.80","2,695.43","2,885.00","1,506.05","3,605,017","9,717,083,002.65","153,842"
27-Nov-2020,EQ,"2,705.00","2,717.70","2,669.05","2,720.60","2,678.00","2,679.65","2,684.61","2,885.00","1,506.05","6,086,808","16,340,691,429.60","168,842"
26-Nov-2020,EQ,"2,686.00","2,730.95","2,680.00","2,701.30","2,730.00","2,720.60","2,703.16","2,885.00","1,506.05","2,341,099","6,328,369,462.20","103,635"
25-Nov-2020,EQ,"2,729.00","2,732.95","2,688.20","2,722.05","2,700.00","2,701.30","2,707.81","2,885.00","1,506.05","3,302,249","8,941,871,533.30","163,422"
24-Nov-2020,EQ,"2,734.40","2,743.00","2,705.00","2,724.25","2,726.00","2,722.05","2,724.87","2,885.00","1,506.05","3,120,516","8,502,992,372.30","148,092"
23-Nov-2020,EQ,"2,690.00","2,730.00","2,665.00","2,660.25","2,727.25","2,724.25","2,706.23","2,885.00","1,506.05","3,706,418","10,030,430,979.80","150,378"
20-Nov-2020,EQ,"2,655.00","2,676.00","2,627.55","2,636.90","2,657.80","2,660.25","2,657.32","2,885.00","1,506.05","2,711,471","7,205,237,904.70","118,196"
19-Nov-2020,EQ,"2,637.00","2,676.15","2,630.85","2,626.65","2,640.25","2,636.90","2,648.32","2,885.00","1,506.05","4,167,501","11,036,855,515.70","178,640"
18-Nov-2020,EQ,"2,661.00","2,664.20","2,607.05","2,666.05","2,626.00","2,626.65","2,625.58","2,885.00","1,506.05","2,893,762","7,597,789,756.35","136,273"
17-Nov-2020,EQ,"2,695.00","2,695.00","2,650.05","2,670.35","2,661.25","2,666.05","2,670.80","2,885.00","1,506.05","2,827,273","7,551,068,267.15","134,996"
14-Nov-2020,EQ,"2,677.95","2,689.00","2,660.05","2,656.85","2,673.25","2,670.35","2,669.67","2,885.00","1,506.05","298,819","797,748,788.00","20,530"
13-Nov-2020,EQ,"2,655.75","2,664.90","2,636.00","2,671.05","2,661.20","2,656.85","2,650.87","2,885.00","1,506.05","2,548,093","6,754,656,102.70","111,018"
12-Nov-2020,EQ,"2,686.00","2,713.00","2,661.75","2,687.80","2,674.75","2,671.05","2,679.78","2,885.00","1,506.05","2,437,505","6,531,986,739.75","100,997"
11-Nov-2020,EQ,"2,667.95","2,692.80","2,643.40","2,649.60","2,687.50","2,687.80","2,669.85","2,885.00","1,506.05","3,242,441","8,656,831,441.85","168,899"
10-Nov-2020,EQ,"2,697.20","2,713.15","2,638.35","2,726.60","2,653.95","2,649.60","2,663.45","2,885.00","1,506.05","4,760,020","12,678,056,831.10","240,272"
09-Nov-2020,EQ,"2,731.10","2,744.00","2,695.10","2,707.45","2,726.00","2,726.60","2,720.53","2,885.00","1,506.05","3,646,592","9,920,661,493.20","162,134"
06-Nov-2020,EQ,"2,699.00","2,713.25","2,681.30","2,685.70","2,711.00","2,707.45","2,699.35","2,885.00","1,506.05","3,884,421","10,485,427,441.60","132,771"
05-Nov-2020,EQ,"2,685.00","2,710.00","2,667.00","2,653.15","2,688.00","2,685.70","2,688.19","2,885.00","1,506.05","2,816,502","7,571,301,989.25","119,199"
04-Nov-2020,EQ,"2,610.00","2,721.85","2,610.00","2,633.60","2,656.00","2,653.15","2,683.56","2,885.00","1,506.05","4,893,928","13,133,144,835.10","210,543"
03-Nov-2020,EQ,"2,604.00","2,665.00","2,601.05","2,604.60","2,629.00","2,633.60","2,635.01","2,885.00","1,506.05","2,879,269","7,586,913,378.45","117,355"
02-Nov-2020,EQ,"2,660.00","2,664.85","2,600.05","2,664.85","2,608.00","2,604.60","2,618.15","2,885.00","1,506.05","2,571,196","6,731,784,552.10","117,447"
30-Oct-2020,EQ,"2,636.10","2,674.35","2,621.60","2,632.65","2,663.55","2,664.85","2,654.92","2,885.00","1,506.05","3,427,003","9,098,415,228.85","120,277"
29-Oct-2020,EQ,"2,608.00","2,655.00","2,600.25","2,622.20","2,632.10","2,632.65","2,634.88","2,885.00","1,506.05","3,105,970","8,183,860,034.10","121,416"
28-Oct-2020,EQ,"2,650.00","2,655.95","2,606.00","2,630.15","2,619.50","2,622.20","2,625.65","2,885.00","1,506.05","3,569,515","9,372,292,382.95","143,177"
27-Oct-2020,EQ,"2,699.75","2,718.15","2,624.10","2,688.20","2,634.80","2,630.15","2,654.79","2,885.00","1,506.05","3,537,594","9,391,582,219.20","172,659"
26-Oct-2020,EQ,"2,689.95","2,709.95","2,670.50","2,686.80","2,690.10","2,688.20","2,694.09","2,885.00","1,506.05","2,672,766","7,200,673,675.90","101,255"
23-Oct-2020,EQ,"2,687.80","2,702.00","2,670.10","2,671.15","2,687.00","2,686.80","2,687.39","2,885.00","1,506.05","3,499,372","9,404,177,977.30","124,614"
22-Oct-2020,EQ,"2,661.00","2,686.65","2,638.10","2,675.40","2,672.90","2,671.15","2,664.97","2,885.00","1,506.05","5,262,311","14,023,911,495.40","167,510"
21-Oct-2020,EQ,"2,739.00","2,749.00","2,663.05","2,739.00","2,678.00","2,675.40","2,700.88","2,885.00","1,506.05","4,570,175","12,343,484,213.25","207,866"
20-Oct-2020,EQ,"2,725.00","2,759.90","2,717.95","2,711.55","2,739.00","2,739.00","2,743.85","2,885.00","1,506.05","3,406,298","9,346,383,058.65","137,012"
19-Oct-2020,EQ,"2,774.00","2,774.00","2,706.60","2,763.30","2,714.80","2,711.55","2,723.63","2,885.00","1,506.05","3,331,194","9,072,949,037.95","151,449"
16-Oct-2020,EQ,"2,750.10","2,771.65","2,731.30","2,740.60","2,757.00","2,763.30","2,756.34","2,885.00","1,506.05","5,273,773","14,536,328,866.35","111,405"
15-Oct-2020,EQ,"2,811.00","2,827.75","2,727.00","2,809.60","2,734.00","2,740.60","2,757.66","2,885.00","1,506.05","6,629,395","18,281,595,593.85","190,209"
14-Oct-2020,EQ,"2,842.00","2,842.00","2,787.55","2,826.55","2,810.00","2,809.60","2,808.82","2,885.00","1,506.05","4,395,979","12,347,502,777.85","143,887"
13-Oct-2020,EQ,"2,845.00","2,854.90","2,812.20","2,830.00","2,830.50","2,826.55","2,834.44","2,885.00","1,506.05","4,209,905","11,932,743,666.45","156,554"
12-Oct-2020,EQ,"2,815.50","2,854.00","2,800.75","2,812.95","2,826.15","2,830.00","2,832.22","2,885.00","1,506.05","4,623,211","13,093,942,156.10","164,934"
09-Oct-2020,EQ,"2,810.00","2,829.85","2,780.00","2,825.70","2,811.00","2,812.95","2,804.80","2,885.00","1,506.05","7,739,375","21,707,426,130.55","239,979"
08-Oct-2020,EQ,"2,800.00","2,885.00","2,800.00","2,735.95","2,818.45","2,825.70","2,855.52","2,885.00","1,506.05","19,839,826","56,653,099,950.90","542,541"
07-Oct-2020,EQ,"2,742.00","2,770.00","2,703.00","2,714.30","2,752.80","2,735.95","2,728.88","2,770.00","1,506.05","9,656,167","26,350,562,848.35","306,556"
06-Oct-2020,EQ,"2,736.00","2,736.00","2,650.10","2,705.80","2,718.00","2,714.30","2,688.29","2,736.00","1,506.05","9,846,376","26,469,933,698.35","308,149"
05-Oct-2020,EQ,"2,620.00","2,728.10","2,603.05","2,523.45","2,713.95","2,705.80","2,670.27","2,728.10","1,506.05","17,412,119","46,495,113,781.25","495,784"
01-Oct-2020,EQ,"2,510.00","2,540.00","2,492.30","2,492.30","2,540.00","2,523.45","2,508.29","2,555.00","1,506.05","2,610,338","6,547,481,501.45","103,469"
30-Sep-2020,EQ,"2,489.00","2,505.00","2,460.00","2,488.40","2,483.00","2,492.30","2,485.20","2,555.00","1,506.05","3,917,186","9,734,991,232.35","133,456"
29-Sep-2020,EQ,"2,434.85","2,511.05","2,426.30","2,426.30","2,486.75","2,488.40","2,489.18","2,555.00","1,506.05","6,995,815","17,413,846,658.10","235,653"
28-Sep-2020,EQ,"2,440.00","2,444.00","2,366.00","2,422.30","2,429.00","2,426.30","2,403.73","2,555.00","1,506.05","4,347,177","10,449,459,680.45","173,323"
25-Sep-2020,EQ,"2,368.00","2,440.00","2,352.10","2,332.25","2,417.75","2,422.30","2,412.24","2,555.00","1,506.05","8,228,297","19,848,602,662.00","267,956"
24-Sep-2020,EQ,"2,450.00","2,450.00","2,302.60","2,467.45","2,332.90","2,332.25","2,355.03","2,555.00","1,506.05","8,425,118","19,841,432,992.05","304,819"
23-Sep-2020,EQ,"2,510.00","2,519.85","2,409.00","2,522.95","2,461.05","2,467.45","2,466.68","2,555.00","1,506.05","7,503,152","18,507,863,131.70","255,912"
22-Sep-2020,EQ,"2,485.00","2,555.00","2,458.00","2,465.30","2,527.00","2,522.95","2,513.02","2,555.00","1,506.05","7,499,927","18,847,485,589.00","227,930"
21-Sep-2020,EQ,"2,465.00","2,504.90","2,452.15","2,449.90","2,467.00","2,465.30","2,484.95","2,538.00","1,506.05","4,598,809","11,427,829,681.50","182,859"
18-Sep-2020,EQ,"2,485.00","2,500.40","2,436.40","2,460.95","2,457.50","2,449.90","2,466.95","2,538.00","1,506.05","4,183,256","10,319,878,330.85","132,358"
17-Sep-2020,EQ,"2,480.00","2,495.75","2,450.60","2,503.00","2,466.05","2,460.95","2,473.58","2,538.00","1,506.05","4,828,231","11,943,032,180.10","162,667"
16-Sep-2020,EQ,"2,488.95","2,507.60","2,477.30","2,491.40","2,502.00","2,503.00","2,492.52","2,538.00","1,506.05","3,074,013","7,662,047,812.45","126,981"
15-Sep-2020,EQ,"2,491.40","2,538.00","2,464.60","2,491.40","2,489.00","2,491.40","2,502.80","2,538.00","1,506.05","7,318,773","18,317,394,072.10","229,851"
14-Sep-2020,EQ,"2,384.10","2,505.75","2,381.85","2,374.10","2,485.00","2,491.40","2,447.42","2,505.75","1,506.05","7,512,284","18,385,694,525.30","259,748"
11-Sep-2020,EQ,"2,330.95","2,383.00","2,330.15","2,331.15","2,370.30","2,374.10","2,367.47","2,390.45","1,506.05","4,145,429","9,814,176,117.65","161,900"
10-Sep-2020,EQ,"2,335.00","2,348.50","2,324.30","2,327.65","2,329.10","2,331.15","2,334.85","2,390.45","1,506.05","2,308,813","5,390,730,799.20","96,578"
09-Sep-2020,EQ,"2,325.00","2,359.00","2,320.00","2,348.20","2,322.00","2,327.65","2,336.59","2,390.45","1,506.05","3,866,542","9,034,529,930.40","114,778"
08-Sep-2020,EQ,"2,335.95","2,390.45","2,327.05","2,327.05","2,343.95","2,348.20","2,365.85","2,390.45","1,506.05","7,454,161","17,635,425,079.45","233,593"
07-Sep-2020,EQ,"2,289.00","2,343.50","2,283.35","2,288.80","2,330.00","2,327.05","2,319.63","2,358.00","1,506.05","4,620,416","10,717,678,247.75","157,714"
04-Sep-2020,EQ,"2,275.00","2,324.25","2,262.95","2,299.50","2,297.65","2,288.80","2,295.35","2,358.00","1,506.05","5,232,180","12,009,690,379.65","177,219"
03-Sep-2020,EQ,"2,268.00","2,324.00","2,268.00","2,265.15","2,299.00","2,299.50","2,301.29","2,358.00","1,506.05","4,654,146","10,710,523,657.90","170,993"
02-Sep-2020,EQ,"2,247.00","2,268.75","2,241.65","2,246.35","2,263.75","2,265.15","2,257.34","2,358.00","1,506.05","2,084,152","4,704,640,877.00","89,121"
01-Sep-2020,EQ,"2,269.00","2,278.00","2,241.30","2,257.25","2,250.00","2,246.35","2,258.27","2,358.00","1,506.05","3,610,908","8,154,397,946.30","122,003"
31-Aug-2020,EQ,"2,240.00","2,276.20","2,228.00","2,238.55","2,245.95","2,257.25","2,252.44","2,358.00","1,506.05","6,018,160","13,555,530,496.30","182,980"
28-Aug-2020,EQ,"2,268.40","2,279.95","2,235.10","2,248.40","2,238.25","2,238.55","2,248.99","2,358.00","1,506.05","2,941,156","6,614,621,419.35","100,143"
27-Aug-2020,EQ,"2,266.00","2,287.35","2,241.75","2,253.50","2,250.00","2,248.40","2,265.38","2,358.00","1,506.05","3,579,397","8,108,687,764.85","113,510"
26-Aug-2020,EQ,"2,242.00","2,259.90","2,216.45","2,242.65","2,257.00","2,253.50","2,237.68","2,358.00","1,506.05","2,618,159","5,858,592,736.10","100,248"
25-Aug-2020,EQ,"2,245.00","2,250.00","2,233.55","2,248.10","2,242.00","2,242.65","2,242.51","2,358.00","1,506.05","1,663,454","3,730,304,574.90","65,398"
24-Aug-2020,EQ,"2,250.60","2,259.95","2,230.00","2,248.60","2,250.25","2,248.10","2,245.05","2,358.00","1,506.05","2,167,987","4,867,239,990.35","70,491"
21-Aug-2020,EQ,"2,260.00","2,271.00","2,241.05","2,252.85","2,249.75","2,248.60","2,252.12","2,358.00","1,506.05","1,975,304","4,448,615,242.40","76,072"
20-Aug-2020,EQ,"2,257.00","2,276.55","2,240.05","2,256.60","2,249.00","2,252.85","2,255.13","2,358.00","1,506.05","2,895,265","6,529,205,375.85","97,538"
19-Aug-2020,EQ,"2,276.35","2,284.60","2,252.50","2,269.75","2,260.00","2,256.60","2,264.81","2,358.00","1,506.05","2,843,007","6,438,870,077.15","87,911"
18-Aug-2020,EQ,"2,262.80","2,289.00","2,248.30","2,253.40","2,269.80","2,269.75","2,269.85","2,358.00","1,506.05","3,493,411","7,929,511,706.25","123,985"
17-Aug-2020,EQ,"2,263.00","2,270.00","2,238.25","2,242.15","2,260.50","2,253.40","2,253.53","2,358.00","1,506.05","2,625,670","5,917,015,488.85","78,270"
14-Aug-2020,EQ,"2,277.00","2,281.30","2,233.10","2,254.45","2,243.85","2,242.15","2,256.40","2,358.00","1,506.05","2,270,405","5,122,949,862.65","95,783"
13-Aug-2020,EQ,"2,273.00","2,300.00","2,250.50","2,257.35","2,260.00","2,254.45","2,270.22","2,358.00","1,506.05","2,695,682","6,119,799,488.95","105,012"
12-Aug-2020,EQ,"2,288.35","2,296.40","2,246.55","2,279.90","2,262.00","2,257.35","2,265.65","2,358.00","1,506.05","3,415,766","7,738,926,541.25","101,021"
11-Aug-2020,EQ,"2,283.00","2,312.00","2,275.60","2,282.80","2,282.50","2,279.90","2,290.19","2,358.00","1,506.05","2,774,509","6,354,160,531.35","91,227"
10-Aug-2020,EQ,"2,318.00","2,325.00","2,276.05","2,295.35","2,283.00","2,282.80","2,301.82","2,358.00","1,506.05","2,929,385","6,742,908,492.05","83,569"
07-Aug-2020,EQ,"2,308.00","2,328.00","2,287.00","2,308.10","2,295.00","2,295.35","2,303.80","2,358.00","1,506.05","3,165,495","7,292,669,632.45","98,547"
06-Aug-2020,EQ,"2,275.00","2,319.50","2,265.35","2,259.50","2,309.85","2,308.10","2,300.33","2,358.00","1,506.05","4,748,348","10,922,785,842.90","179,033"
05-Aug-2020,EQ,"2,260.00","2,300.00","2,253.00","2,249.70","2,259.00","2,259.50","2,270.76","2,358.00","1,506.05","3,800,641","8,630,352,070.20","140,871"
04-Aug-2020,EQ,"2,259.95","2,269.65","2,225.05","2,254.15","2,249.95","2,249.70","2,248.00","2,358.00","1,506.05","2,927,953","6,582,042,650.30","113,209"
03-Aug-2020,EQ,"2,290.45","2,303.85","2,230.70","2,281.40","2,249.00","2,254.15","2,255.66","2,358.00","1,506.05","4,012,445","9,050,704,298.70","124,563"
31-Jul-2020,EQ,"2,303.15","2,334.80","2,257.45","2,279.50","2,290.45","2,281.40","2,295.95","2,358.00","1,506.05","4,723,290","10,844,452,626.95","183,229"
30-Jul-2020,EQ,"2,285.90","2,358.00","2,272.25","2,276.05","2,281.00","2,279.50","2,315.35","2,358.00","1,506.05","7,098,913","16,436,494,607.90","252,271"
29-Jul-2020,EQ,"2,292.00","2,342.00","2,246.05","2,309.75","2,279.00","2,276.05","2,291.87","2,342.00","1,506.05","6,090,440","13,958,512,382.70","231,420"
28-Jul-2020,EQ,"2,215.00","2,320.00","2,215.00","2,206.80","2,310.20","2,309.75","2,273.26","2,333.00","1,506.05","8,092,458","18,396,258,568.50","261,902"
27-Jul-2020,EQ,"2,165.00","2,215.00","2,163.50","2,157.40","2,205.00","2,206.80","2,196.82","2,333.00","1,506.05","4,248,837","9,333,922,682.60","185,606"
24-Jul-2020,EQ,"2,154.50","2,163.00","2,125.10","2,171.20","2,158.80","2,157.40","2,143.70","2,333.00","1,506.05","3,665,123","7,856,912,134.45","154,927"
23-Jul-2020,EQ,"2,190.95","2,190.95","2,163.00","2,190.95","2,174.20","2,171.20","2,175.33","2,333.00","1,506.05","2,265,791","4,928,835,981.45","100,469"
22-Jul-2020,EQ,"2,231.00","2,231.00","2,184.20","2,225.05","2,190.00","2,190.95","2,199.54","2,333.00","1,506.05","2,861,698","6,294,421,979.40","108,851"
21-Jul-2020,EQ,"2,230.00","2,238.65","2,201.15","2,207.90","2,224.55","2,225.05","2,220.42","2,333.00","1,506.05","2,665,386","5,918,277,153.05","128,640"
20-Jul-2020,EQ,"2,201.00","2,226.90","2,190.80","2,200.75","2,214.00","2,207.90","2,205.50","2,333.00","1,506.05","2,952,719","6,512,221,316.75","99,805"
17-Jul-2020,EQ,"2,237.00","2,243.90","2,190.05","2,234.75","2,207.90","2,200.75","2,204.05","2,333.00","1,506.05","4,509,143","9,938,360,278.70","183,317"
16-Jul-2020,EQ,"2,244.00","2,333.00","2,220.10","2,233.90","2,233.00","2,234.75","2,275.23","2,333.00","1,506.05","8,582,120","19,526,280,238.75","279,321"
